year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,3,OO,SkyWest Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",212.00,13.00,10.73,0.00,0.27,0.00,2.00,0.00,0.00,720.00,597.00,0.00,9.00,0.00,114.00
2025,3,OO,SkyWest Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",106.00,9.00,2.13,1.00,1.96,0.00,3.91,0.00,1.00,637.00,196.00,92.00,77.00,0.00,272.00
2025,3,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",41.00,5.00,2.09,0.88,1.03,0.00,1.00,0.00,0.00,396.00,172.00,114.00,43.00,0.00,67.00
2025,3,OO,SkyWest Airlines Inc.,HIB,"Hibbing, MN: Range Regional",54.00,5.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,549.00,162.00,186.00,201.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,HLN,"Helena, MT: Helena Regional",124.00,11.00,4.83,0.00,2.46,0.00,3.71,0.00,0.00,925.00,481.00,0.00,162.00,0.00,282.00
2025,3,OO,SkyWest Airlines Inc.,HOB,"Hobbs, NM: Lea County Regional",62.00,15.00,5.05,1.00,4.96,0.00,3.99,4.00,0.00,1470.00,904.00,91.00,226.00,0.00,249.00
2025,3,OO,SkyWest Airlines Inc.,HOU,"Houston, TX: William P Hobby",58.00,17.00,11.16,1.00,1.84,0.00,3.00,3.00,1.00,1081.00,681.00,79.00,147.00,0.00,174.00
2025,3,OO,SkyWest Airlines Inc.,HPN,"White Plains, NY: Westchester County",59.00,20.00,12.01,4.57,3.42,0.00,0.00,1.00,2.00,1041.00,472.00,323.00,246.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",69.00,19.00,11.58,3.51,2.91,0.00,1.00,13.00,0.00,1004.00,523.00,155.00,112.00,0.00,214.00
2025,3,OO,SkyWest Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",130.00,35.00,19.11,0.00,7.28,0.00,8.61,1.00,1.00,3242.00,1767.00,0.00,630.00,0.00,845.00
2025,3,OO,SkyWest Airlines Inc.,HYS,"Hays, KS: Hays Regional",53.00,7.00,2.00,0.00,0.42,0.00,4.58,0.00,0.00,405.00,154.00,0.00,29.00,0.00,222.00
2025,3,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",220.00,31.00,21.50,4.54,4.96,0.00,0.00,0.00,0.00,3227.00,2423.00,377.00,427.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1279.00,230.00,123.00,11.98,20.32,0.00,74.70,21.00,3.00,23328.00,12465.00,1720.00,1327.00,0.00,7816.00
2025,3,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",221.00,52.00,30.32,2.94,5.31,0.00,13.43,3.00,0.00,3438.00,1828.00,293.00,235.00,0.00,1082.00
2025,3,OO,SkyWest Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",246.00,39.00,25.93,3.90,2.71,0.00,6.46,2.00,2.00,2786.00,2020.00,212.00,127.00,0.00,427.00
2025,3,OO,SkyWest Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,44.00,0.00,0.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,IMT,"Iron Mountain/Kingsfd, MI: Ford",62.00,5.00,3.99,0.00,1.01,0.00,0.00,4.00,2.00,200.00,184.00,0.00,16.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",42.00,6.00,2.00,1.81,2.19,0.00,0.00,0.00,0.00,439.00,137.00,205.00,97.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,INL,"International Falls, MN: Falls International Einarson Field",54.00,6.00,2.00,3.65,0.35,0.00,0.00,1.00,0.00,462.00,66.00,351.00,45.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",215.00,40.00,23.17,0.00,8.10,0.00,8.73,4.00,2.00,1922.00,1029.00,0.00,381.00,0.00,512.00
2025,3,OO,SkyWest Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",57.00,17.00,9.31,0.85,2.56,0.00,4.28,5.00,1.00,639.00,388.00,68.00,64.00,0.00,119.00
2025,3,OO,SkyWest Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",8.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,19.00
2025,3,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",149.00,36.00,21.73,5.12,9.16,0.00,0.00,0.00,0.00,3265.00,1917.00,468.00,880.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,JLN,"Joplin, MO: Joplin Regional",62.00,14.00,9.88,0.00,1.24,0.00,2.89,0.00,1.00,871.00,526.00,0.00,249.00,0.00,96.00
2025,3,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",58.00,8.00,3.00,0.19,0.93,0.00,3.88,0.00,0.00,358.00,174.00,3.00,16.00,0.00,165.00
2025,3,OO,SkyWest Airlines Inc.,JST,"Johnstown, PA: John Murtha Johnstown-Cambria County",62.00,14.00,7.60,0.00,3.04,0.00,3.36,0.00,1.00,630.00,289.00,0.00,133.00,0.00,208.00
2025,3,OO,SkyWest Airlines Inc.,LAN,"Lansing, MI: Capital Region International",68.00,13.00,10.88,1.94,0.18,0.00,0.00,0.00,0.00,985.00,829.00,134.00,22.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,LAR,"Laramie, WY: Laramie Regional",53.00,9.00,3.99,1.00,1.27,0.00,2.74,2.00,0.00,516.00,160.00,46.00,62.00,0.00,248.00
2025,3,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",492.00,145.00,67.92,12.10,35.33,0.00,29.65,3.00,0.00,9145.00,4305.00,627.00,2151.00,0.00,2062.00
2025,3,OO,SkyWest Airlines Inc.,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",93.00,28.00,13.80,2.88,5.93,0.00,5.39,7.00,0.00,1665.00,853.00,328.00,219.00,0.00,265.00
2025,3,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3605.00,503.00,258.27,80.59,74.90,0.00,89.24,31.00,2.00,44430.00,23692.00,8990.00,4759.00,0.00,6989.00
2025,3,OO,SkyWest Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",115.00,25.00,10.49,3.00,3.95,0.00,7.56,3.00,0.00,1537.00,688.00,227.00,277.00,0.00,345.00
2025,3,OO,SkyWest Airlines Inc.,LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",54.00,10.00,5.24,0.00,2.44,0.00,2.31,1.00,0.00,487.00,143.00,0.00,116.00,0.00,228.00
2025,3,OO,SkyWest Airlines Inc.,LBL,"Liberal, KS: Liberal Mid-America Regional",53.00,9.00,6.00,0.00,0.53,0.00,2.47,1.00,0.00,308.00,135.00,0.00,31.00,0.00,142.00
2025,3,OO,SkyWest Airlines Inc.,LCH,"Lake Charles, LA: Lake Charles Regional",95.00,21.00,12.96,3.58,1.93,0.00,2.52,7.00,2.00,2085.00,702.00,1067.00,138.00,0.00,178.00
2025,3,OO,SkyWest Airlines Inc.,LEX,"Lexington, KY: Blue Grass",117.00,21.00,12.44,1.98,6.57,0.00,0.00,0.00,0.00,1253.00,635.00,259.00,359.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",62.00,19.00,11.87,1.00,2.13,0.00,4.00,1.00,1.00,1121.00,729.00,154.00,67.00,0.00,171.00
2025,3,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",268.00,45.00,18.16,8.31,17.54,0.00,1.00,3.00,0.00,2557.00,839.00,655.00,1042.00,0.00,21.00
2025,3,OO,SkyWest Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",64.00,5.00,2.23,1.41,1.37,0.00,0.00,0.00,0.00,232.00,93.00,55.00,84.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",126.00,15.00,4.94,0.00,2.29,0.00,7.77,0.00,0.00,836.00,289.00,0.00,72.00,0.00,475.00
2025,3,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",207.00,48.00,25.39,3.80,7.84,0.00,10.97,10.00,3.00,4607.00,1824.00,394.00,1121.00,0.00,1268.00
2025,3,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",62.00,5.00,4.00,0.75,0.25,0.00,0.00,0.00,0.00,1041.00,985.00,42.00,14.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",327.00,73.00,46.24,6.68,10.54,0.00,9.54,4.00,0.00,6934.00,5081.00,844.00,627.00,0.00,382.00
2025,3,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",181.00,57.00,34.21,4.10,4.29,0.00,14.39,3.00,0.00,3701.00,2254.00,234.00,295.00,0.00,918.00
2025,3,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",81.00,21.00,13.66,0.19,2.58,0.00,4.57,3.00,0.00,1538.00,1018.00,3.00,187.00,0.00,330.00
2025,3,OO,SkyWest Airlines Inc.,MCW,"Mason City, IA: Mason City Municipal",53.00,15.00,10.11,0.38,1.76,0.00,2.75,4.00,0.00,823.00,595.00,18.00,125.00,0.00,85.00
2025,3,OO,SkyWest Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",53.00,12.00,6.07,1.30,1.64,0.00,2.98,1.00,0.00,971.00,535.00,188.00,137.00,0.00,111.00
2025,3,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",176.00,44.00,30.83,4.50,8.67,0.00,0.00,1.00,1.00,2650.00,1950.00,171.00,529.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,MEI,"Meridian, MS: Key Field",53.00,13.00,5.97,2.94,0.23,0.00,3.87,0.00,0.00,774.00,239.00,219.00,13.00,0.00,303.00
2025,3,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",68.00,21.00,11.22,1.00,1.91,0.00,6.87,0.00,0.00,1919.00,834.00,15.00,260.00,0.00,810.00
2025,3,OO,SkyWest Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",145.00,32.00,16.00,9.97,2.41,0.00,3.62,4.00,0.00,2503.00,1261.00,733.00,191.00,0.00,318.00
2025,3,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",292.00,38.00,25.12,5.48,5.40,0.00,2.00,0.00,0.00,1629.00,1195.00,189.00,186.00,0.00,59.00
2025,3,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",116.00,29.00,16.44,7.18,3.59,0.00,1.78,4.00,1.00,2013.00,775.00,939.00,205.00,0.00,94.00
2025,3,OO,SkyWest Airlines Inc.,MGW,"Morgantown, WV: Morgantown Municipal Walter L Bill Hart Field",62.00,13.00,5.00,1.00,0.04,0.00,6.96,0.00,0.00,1290.00,256.00,51.00,7.00,0.00,976.00
2025,3,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",386.00,114.00,49.13,10.51,28.90,0.00,25.46,3.00,0.00,7389.00,2671.00,1154.00,1607.00,0.00,1957.00
2025,3,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad Cities International",191.00,57.00,35.41,5.24,6.94,0.00,9.41,1.00,0.00,3803.00,2512.00,405.00,392.00,0.00,494.00
2025,3,OO,SkyWest Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",184.00,24.00,14.61,4.84,2.75,0.00,1.81,1.00,1.00,1528.00,691.00,591.00,154.00,0.00,92.00
2025,3,OO,SkyWest Airlines Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",62.00,8.00,3.57,3.95,0.49,0.00,0.00,8.00,0.00,1922.00,786.00,1079.00,57.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",300.00,54.00,24.85,0.00,8.41,0.00,20.75,5.00,2.00,4097.00,1467.00,0.00,1138.00,0.00,1492.00
2025,3,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",267.00,58.00,35.51,8.09,6.21,0.00,8.20,0.00,0.00,3726.00,2033.00,708.00,433.00,0.00,552.00
2025,3,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula Montana",86.00,8.00,5.94,1.05,1.01,0.00,0.00,0.00,0.00,307.00,189.00,77.00,41.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2002.00,240.00,138.41,70.96,28.72,1.00,0.91,31.00,1.00,27044.00,15143.00,9339.00,2459.00,17.00,86.00
2025,3,OO,SkyWest Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",71.00,20.00,11.10,5.79,2.51,0.00,0.60,2.00,1.00,1474.00,707.00,448.00,217.00,0.00,102.00
2025,3,OO,SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",71.00,8.00,4.00,1.00,0.32,0.00,2.68,1.00,0.00,500.00,226.00,65.00,7.00,0.00,202.00
2025,3,OO,SkyWest Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",60.00,6.00,3.53,0.90,1.57,0.00,0.00,0.00,0.00,152.00,91.00,19.00,42.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",604.00,116.00,65.25,7.14,19.31,0.00,24.29,6.00,1.00,11315.00,5976.00,1455.00,1324.00,0.00,2560.00
2025,3,OO,SkyWest Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",425.00,72.00,40.91,10.77,9.64,0.00,10.67,18.00,1.00,9227.00,6014.00,1691.00,623.00,0.00,899.00
2025,3,OO,SkyWest Airlines Inc.,ONT,"Ontario, CA: Ontario International",214.00,25.00,15.33,0.98,5.06,0.00,3.63,3.00,0.00,1477.00,812.00,65.00,295.00,0.00,305.00
2025,3,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4349.00,1228.00,528.86,96.53,266.74,0.00,335.88,70.00,17.00,121373.00,47825.00,12473.00,26328.00,0.00,34747.00
2025,3,OO,SkyWest Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",76.00,13.00,7.61,2.81,2.58,0.00,0.00,0.00,0.00,1036.00,717.00,190.00,129.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",18.00,2.00,0.80,0.00,1.20,0.00,0.00,0.00,0.00,97.00,39.00,0.00,58.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",907.00,108.00,31.10,9.70,27.28,0.60,39.32,1.00,1.00,7269.00,1675.00,783.00,1635.00,9.00,3167.00
2025,3,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",33.00,6.00,5.76,0.00,0.24,0.00,0.00,0.00,0.00,246.00,238.00,0.00,8.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3033.00,678.00,414.13,52.00,105.86,0.00,106.01,25.00,4.00,57659.00,40397.00,4483.00,6106.00,0.00,6673.00
2025,3,OO,SkyWest Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",127.00,32.00,14.99,2.00,7.63,0.00,7.38,0.00,0.00,2201.00,794.00,231.00,603.00,0.00,573.00
2025,3,OO,SkyWest Airlines Inc.,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",53.00,13.00,6.63,2.00,0.89,0.00,3.49,3.00,0.00,1058.00,410.00,105.00,54.00,0.00,489.00
2025,3,OO,SkyWest Airlines Inc.,PIH,"Pocatello, ID: Pocatello Regional",62.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,377.00,377.00,0.00,0.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",114.00,25.00,22.02,1.73,1.25,0.00,0.00,0.00,0.00,1576.00,1453.00,42.00,81.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",54.00,10.00,4.16,4.74,1.10,0.00,0.00,8.00,0.00,823.00,214.00,556.00,53.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,51.00,0.00,0.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",62.00,17.00,8.99,2.00,1.16,0.00,4.85,1.00,1.00,4497.00,2247.00,1099.00,71.00,0.00,1080.00
2025,3,OO,SkyWest Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",413.00,63.00,42.50,4.51,9.22,0.00,6.77,1.00,0.00,3327.00,2314.00,232.00,429.00,0.00,352.00
2025,3,OO,SkyWest Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",526.00,115.00,39.78,2.27,29.41,0.00,43.54,4.00,7.00,8661.00,2269.00,210.00,2090.00,0.00,4092.00
2025,3,OO,SkyWest Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",62.00,12.00,7.68,3.99,0.33,0.00,0.00,1.00,0.00,1465.00,1112.00,338.00,15.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,PVU,"Provo, UT: Provo Municipal",124.00,42.00,17.64,5.89,9.40,0.00,9.06,2.00,2.00,2982.00,1341.00,437.00,686.00,0.00,518.00
2025,3,OO,SkyWest Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",209.00,37.00,17.84,0.00,5.61,1.00,12.55,1.00,2.00,2236.00,979.00,0.00,217.00,25.00,1015.00
2025,3,OO,SkyWest Airlines Inc.,RDD,"Redding, CA: Redding Regional",142.00,34.00,15.94,0.00,10.18,0.00,7.89,2.00,0.00,3728.00,2182.00,0.00,712.00,0.00,834.00
2025,3,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",257.00,27.00,14.66,5.00,3.28,0.00,4.06,3.00,1.00,1607.00,831.00,411.00,224.00,0.00,141.00
2025,3,OO,SkyWest Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",73.00,17.00,9.78,4.79,2.43,0.00,0.00,1.00,1.00,1312.00,915.00,341.00,56.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,RHI,"Rhinelander, WI: Rhinelander/Oneida County",62.00,5.00,2.02,0.94,2.04,0.00,0.00,2.00,0.00,960.00,55.00,701.00,204.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,RIC,"Richmond, VA: Richmond International",14.00,3.00,1.48,0.58,0.95,0.00,0.00,0.00,0.00,276.00,200.00,19.00,57.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,RIW,"Riverton/Lander, WY: Central Wyoming Regional",62.00,6.00,4.94,0.17,0.89,0.00,0.00,0.00,0.00,176.00,122.00,9.00,45.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,RKS,"Rock Springs, WY: Southwest Wyoming Regional",62.00,9.00,4.75,0.00,0.80,0.00,3.45,1.00,0.00,401.00,97.00,0.00,52.00,0.00,252.00
2025,3,OO,SkyWest Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",436.00,67.00,31.87,9.19,10.54,0.00,15.40,5.00,5.00,4241.00,1851.00,596.00,736.00,0.00,1058.00
2025,3,OO,SkyWest Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",19.00,7.00,3.22,0.00,1.29,0.00,2.49,0.00,0.00,412.00,144.00,0.00,140.00,0.00,128.00
2025,3,OO,SkyWest Airlines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",19.00,1.00,0.00,0.91,0.09,0.00,0.00,0.00,0.00,257.00,0.00,234.00,23.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,ROW,"Roswell, NM: Roswell Air Center",93.00,22.00,14.18,1.00,3.91,0.00,2.91,8.00,1.00,1771.00,1204.00,32.00,401.00,0.00,134.00
2025,3,OO,SkyWest Airlines Inc.,SAF,"Santa Fe, NM: Santa Fe Municipal",278.00,60.00,27.68,4.81,9.15,0.00,18.35,6.00,3.00,3012.00,1281.00,389.00,479.00,0.00,863.00
2025,3,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",1173.00,325.00,151.07,18.68,65.34,0.00,89.91,13.00,4.00,18233.00,6569.00,2128.00,3423.00,0.00,6113.00
2025,3,OO,SkyWest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",248.00,57.00,22.95,2.65,7.43,0.00,23.98,3.00,2.00,3392.00,1498.00,256.00,468.00,0.00,1170.00
2025,3,OO,SkyWest Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",52.00,15.00,5.50,2.41,3.82,0.00,3.27,0.00,0.00,807.00,164.00,171.00,332.00,0.00,140.00
2025,3,OO,SkyWest Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",173.00,44.00,24.77,0.93,11.10,0.00,7.20,1.00,0.00,2623.00,1590.00,14.00,581.00,0.00,438.00
2025,3,OO,SkyWest Airlines Inc.,SBN,"South Bend, IN: South Bend International",432.00,115.00,60.90,14.23,16.78,1.00,22.10,6.00,1.00,10156.00,4200.00,1959.00,1161.00,40.00,2796.00
2025,3,OO,SkyWest Airlines Inc.,SBP,"San Luis Obispo, CA: San Luis County Regional",372.00,91.00,27.98,3.62,24.15,0.00,35.25,2.00,1.00,6154.00,2004.00,368.00,1380.00,0.00,2402.00
2025,3,OO,SkyWest Airlines Inc.,SCE,"State College, PA: University Park",75.00,21.00,10.27,1.00,4.83,0.00,4.89,0.00,1.00,1581.00,506.00,177.00,619.00,0.00,279.00
2025,3,OO,SkyWest Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",108.00,20.00,12.84,2.76,2.58,0.00,1.82,0.00,0.00,994.00,456.00,200.00,163.00,0.00,175.00
2025,3,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2296.00,315.00,161.61,34.37,55.64,0.70,62.68,4.00,11.00,19660.00,10097.00,3041.00,2833.00,31.00,3658.00
2025,3,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3028.00,773.00,264.58,24.07,354.46,0.00,129.89,44.00,15.00,64869.00,18890.00,3858.00,30557.00,0.00,11564.00
2025,3,OO,SkyWest Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",302.00,74.00,32.50,5.51,11.66,0.00,24.32,1.00,0.00,5822.00,2067.00,605.00,739.00,0.00,2411.00
2025,3,OO,SkyWest Airlines Inc.,SGU,"St. George, UT: St George Regional",387.00,74.00,51.27,0.28,10.99,0.00,11.45,0.00,1.00,4606.00,3459.00,17.00,378.00,0.00,752.00
2025,3,OO,SkyWest Airlines Inc.,SHR,"Sheridan, WY: Sheridan County",62.00,6.00,2.41,0.00,1.59,0.00,2.00,3.00,1.00,204.00,51.00,0.00,36.00,0.00,117.00
2025,3,OO,SkyWest Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",196.00,42.00,26.39,4.55,6.72,0.00,4.34,3.00,0.00,4361.00,2581.00,457.00,389.00,0.00,934.00
2025,3,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",701.00,93.00,47.75,9.47,14.07,0.83,20.87,2.00,0.00,4445.00,2302.00,586.00,484.00,20.00,1053.00
2025,3,OO,SkyWest Airlines Inc.,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",93.00,20.00,11.90,2.57,2.81,0.00,2.71,8.00,0.00,1424.00,883.00,208.00,231.00,0.00,102.00
2025,3,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2965.00,329.00,203.08,37.95,51.24,0.00,36.72,5.00,2.00,23539.00,14500.00,3174.00,2679.00,0.00,3186.00
2025,3,OO,SkyWest Airlines Inc.,SLN,"Salina, KS: Salina Regional",62.00,18.00,9.13,1.00,2.55,0.00,5.32,2.00,0.00,1052.00,401.00,80.00,103.00,0.00,468.00
2025,3,OO,SkyWest Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",843.00,154.00,69.98,14.90,24.64,0.00,44.47,3.00,1.00,9068.00,4051.00,927.00,1287.00,0.00,2803.00
2025,3,OO,SkyWest Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",347.00,55.00,22.15,3.98,12.75,0.00,16.13,5.00,2.00,3908.00,1519.00,421.00,968.00,0.00,1000.00
2025,3,OO,SkyWest Airlines Inc.,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",62.00,14.00,4.60,2.32,1.71,0.00,5.38,3.00,1.00,1236.00,155.00,641.00,45.00,0.00,395.00
2025,3,OO,SkyWest Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",88.00,17.00,9.96,2.00,3.11,0.00,1.93,0.00,0.00,926.00,571.00,143.00,126.00,0.00,86.00
2025,3,OO,SkyWest Airlines Inc.,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",266.00,61.00,18.23,5.02,11.73,0.00,26.03,0.00,4.00,3406.00,762.00,420.00,763.00,0.00,1461.00
2025,3,OO,SkyWest Airlines Inc.,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",277.00,28.00,12.26,1.78,6.05,0.00,7.91,0.00,4.00,2029.00,721.00,187.00,378.00,0.00,743.00
2025,3,OO,SkyWest Airlines Inc.,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",62.00,14.00,7.67,1.00,2.33,0.00,3.00,2.00,0.00,1495.00,884.00,195.00,214.00,0.00,202.00
2025,3,OO,SkyWest Airlines Inc.,SWO,"Stillwater, OK: Stillwater Regional",62.00,12.00,7.99,0.00,1.79,0.00,2.22,3.00,0.00,1352.00,528.00,0.00,747.00,0.00,77.00
2025,3,OO,SkyWest Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",41.00,12.00,6.95,2.12,2.93,0.00,0.00,0.00,0.00,994.00,759.00,84.00,151.00,0.00,0.00
2025,3,OO,SkyWest Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",421.00,70.00,41.97,2.95,9.76,0.00,15.32,2.00,2.00,4415.00,2346.00,131.00,573.00,0.00,1365.00
